Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
37,5,25546.26,2415.855,8,7,14,5,1563,16,10.0,7.83,5.0,2,758.44,25.413616742350907,10,2,101.3286373638512,91.21658676189335,3,319.0402758742555,2
37,5,25546.26,2415.855,8,7,14,5,1563,16,10.0,7.83,5.0,3,758.44,34.58659948959524,34,2,101.3286373638512,61.7307484719951,2,338.52611416415374,2
37,5,25546.26,2415.855,8,7,14,5,1563,16,14.0,10.83,5.0,2,758.44,30.099067241911712,10,2,101.3286373638512,130.30039377019006,5,299.9564688659588,2
37,5,25546.26,2415.855,8,7,14,5,1563,15,13.0,7.83,5.0,2,758.44,39.33348789822524,10,2,101.3286373638512,189.81586133347676,4,230.44100130267208,2
30,12,31993.78,2942.148333333333,6,6,7,2,1841,8,14.0,6.28,1.0,3,818.22,34.15826211876792,9,2,45.14129822463578,152.4523258823164,4,376.6212092263812,2
30,12,31993.78,2942.148333333333,6,6,7,2,1841,8,14.0,6.28,1.0,2,818.22,30.788038803709785,9,2,45.14129822463578,43.470408666891174,1,455.6031264418064,2
31,12,31993.78,2942.148333333333,6,6,7,2,1841,8,16.0,6.28,1.0,2,818.22,36.012793772472094,9,2,45.14129822463578,97.58820324481087,3,421.4853318638867,2
45,13,32284.62,2898.385,6,7,17,6,429,11,12.0,9.22,8.0,2,1283.37,28.94089258854545,30,2,103.03756035536594,254.86161508896942,4,211.93932455566463,2
46,13,32284.62,2898.385,6,7,17,6,429,11,12.0,9.22,8.0,2,1283.37,27.86131019311364,30,2,103.03756035536594,103.21030741657007,3,353.59063222806395,2
46,13,32284.62,2898.385,6,7,17,6,429,10,12.0,9.22,8.0,2,1283.37,27.88169704475605,30,2,103.03756035536594,35.793568414159616,0,391.00737123047446,2
46,13,32284.62,2898.385,6,7,17,6,429,11,12.0,9.22,8.0,2,1283.37,38.39455822201335,30,2,103.03756035536594,280.21825375922106,5,196.582685885413,2
46,13,32284.62,2898.385,6,7,17,6,429,11,12.0,8.22,10.0,2,1283.37,26.874467413543886,30,2,103.03756035536594,272.2735499123763,5,204.52738973225772,2
31,5,19300.34,1512.361666666667,6,7,17,5,1124,51,18.0,9.95,7.0,0,2430.21,36.6412035787929,10,0,49.57206224445275,55.29821298839304,2,306.3658914338209,1
31,5,19300.34,1512.361666666667,6,7,17,5,1124,48,19.0,15.95,7.0,3,2430.21,37.62486247304565,34,2,49.57206224445275,140.81859591726788,3,230.84550850494603,1
31,5,19300.34,1512.361666666667,6,7,17,5,1124,51,19.0,9.95,7.0,0,2430.21,28.870386917234462,10,2,49.57206224445275,61.428029874778424,2,300.23607454743546,2
32,5,19300.34,1512.361666666667,6,7,17,5,1124,51,19.0,9.95,7.0,0,2430.21,28.05884596384257,34,2,49.57206224445275,173.0425507765921,5,218.62155364562184,1
41,10,10183.015,1074.5845833333333,7,5,17,5,404,48,18.0,7.97,6.0,0,1672.43,32.38559762083814,2,0,37.58807283812568,92.36195001929579,5,267.5084354759118,1
41,10,10183.015,1074.5845833333333,7,5,17,5,404,43,20.0,7.97,6.0,3,1672.43,27.61417777754393,2,2,37.58807283812568,46.8104157513052,2,283.0599697439025,2
42,10,10183.015,1074.5845833333333,7,5,17,5,404,52,21.0,7.97,6.0,3,1672.43,24.713823993258373,2,2,37.58807283812568,61.863727578026115,5,298.00665791718154,1
42,10,10183.015,1074.5845833333333,7,5,17,5,404,48,21.0,7.97,6.0,0,1672.43,36.83702882243363,2,2,37.58807283812568,71.12274735436063,5,288.747638140847,1
30,14,34290.12,2697.51,9,8,25,7,831,52,6.0,12.96,9.0,3,2686.81,29.01885042597808,34,2,185.1119825795006,60.589536090880564,1,274.0494813296189,2
43,11,18627.64,1387.303333333333,7,7,19,6,1742,31,22.0,5.07,7.0,0,1793.54,35.91940492740646,11,2,65.13948777561222,75.79138890495672,4,277.7994566527644,2
43,11,18627.64,1387.303333333333,7,7,19,6,1742,31,21.0,6.07,7.0,0,1793.54,35.706437003014834,11,2,65.13948777561222,109.59203229477613,4,243.998813262945,1
44,11,18627.64,1387.303333333333,7,7,19,6,1742,31,18.0,5.07,7.0,0,1793.54,38.78895428776155,11,2,65.13948777561222,98.80418973887456,5,264.78665581884655,1
36,12,42171.98,3764.331666666667,2,7,10,3,26,4,8.0,2.58,4.0,1,556.91,26.986114755563676,14,1,102.7629131170904,136.98300144734569,5,426.6872521022305,2
37,12,42171.98,3764.331666666667,2,7,10,3,26,4,10.0,2.58,4.0,1,556.91,31.745213385009905,14,1,102.7629131170904,150.3131869839959,6,373.3570665655803,0
37,12,42171.98,3764.331666666667,2,7,10,3,26,4,10.0,2.58,4.0,1,556.91,38.69215906784695,34,1,102.7629131170904,82.5798021342212,0,431.0904514153552,0
20,15,72559.36,6284.613333333334,4,5,17,4,918,14,21.0,2.74,1.0,2,1173.7,32.833577838001574,21,1,215.83917063897167,117.31025890075192,0,535.3119037936099,2
20,4,72559.36,6284.613333333334,4,5,17,4,918,14,19.0,2.74,1.0,2,1173.7,33.16506303288241,21,1,215.83917063897167,82.49686626015253,1,580.1252964342092,2
36,11,15566.02,1423.168333333333,8,5,32,4,847,17,20.0,9.24,7.0,2,1693.95,24.251028181031927,31,2,43.07051960231588,169.62098009559793,5,219.62533363541957,1
37,11,15566.02,1423.168333333333,8,5,32,4,847,12,19.0,9.24,7.0,3,1693.95,38.78765214795482,32,2,43.07051960231588,46.576672797796476,1,302.669640933221,1
37,11,15566.02,1423.168333333333,8,5,32,4,847,13,23.0,9.24,9.0,2,1693.95,31.33422002336577,32,2,43.07051960231588,131.61252154380742,6,257.6337921872101,1
33,0,30788.44,2623.703333333333,7,9,31,6,463,49,20.0,21.73,9.0,0,3470.08,27.68144422599345,1,2,114.533020898938,97.31358833860679,5,340.52372409578857,2
33,0,30788.44,2623.703333333333,7,9,31,6,463,49,20.0,21.73,9.0,3,3470.08,33.46870758921014,1,0,114.533020898938,55.92865462580193,0,331.90865780859343,2
33,0,30788.44,2623.703333333333,7,9,31,6,463,45,21.0,21.73,9.0,0,3470.08,35.457081125135346,1,2,114.533020898938,72.98412458705273,2,334.85318784734267,2
33,0,30788.44,2623.703333333333,7,9,31,6,463,49,20.0,21.73,9.0,0,3470.08,27.159810891714944,1,2,114.533020898938,70.08822093436186,6,327.7490915000335,2
33,0,30788.44,2623.703333333333,7,9,31,6,463,49,20.0,21.73,9.0,0,3470.08,38.25442229235325,34,2,114.533020898938,242.53234925147845,6,195.30496318291688,2
38,3,95956.5,8279.375,8,4,11,2,2094,23,10.0,11.94,2.0,2,1079.73,35.74006714971697,25,0,95.5216287821567,265.3115233534598,1,717.1043478643835,2
38,3,95956.5,8279.375,8,4,11,2,2094,22,13.0,11.94,2.0,2,1079.73,37.20726208094325,25,1,95.5216287821567,517.8021721033211,2,474.61369911452215,2
38,3,95956.5,8279.375,8,4,11,2,2094,23,10.0,11.94,2.0,2,1079.73,28.321914174502894,26,0,95.5216287821567,777.6020727296635,4,234.81379848817986,0
25,8,49967.01,4091.9175,7,6,31,6,165,27,11.0,19.87,11.0,2,2253.95,28.875737694025297,8,2,156.00331166279182,66.93199534699997,0,426.2564429902082,1
26,8,49967.01,4091.9175,7,6,31,6,165,27,11.0,19.87,11.0,2,2253.95,38.57921380799338,9,2,156.00331166279182,80.27846002596156,1,422.90997831124656,1
26,15,49967.01,4091.9175,7,6,31,6,165,27,11.0,19.87,11.0,3,2253.95,33.912703074966714,9,0,156.00331166279182,192.92077129685867,6,350.2676670403495,1
26,8,49967.01,4091.9175,6,5,31,6,165,27,10.0,16.87,12.0,3,2253.95,33.17055464565221,9,2,156.00331166279182,59.495416124857464,1,443.6930222123507,1
23,5,36822.29,3132.524166666666,8,7,6,4,1527,14,17.0,5.79,5.0,3,125.25,29.24844181480196,17,1,95.8007129241996,132.9440996466662,3,354.50760409580084,2
23,5,36822.29,3132.524166666666,8,7,6,4,1527,14,19.0,5.79,5.0,2,125.25,35.08033049259638,17,1,95.8007129241996,73.93253933987151,0,383.5191644025956,0
23,15,36822.29,3132.524166666666,8,7,6,4,1527,16,18.0,5.79,5.0,2,125.25,39.649801731477616,18,1,95.8007129241996,38.11405465744953,1,429.33764908501763,0
23,5,36822.29,3132.524166666666,8,7,6,4,1527,14,20.0,5.79,5.0,3,125.25,34.63833718566934,18,1,95.8007129241996,41.5298132410376,1,425.9218905014295,0
23,5,36822.29,3132.524166666666,8,7,6,4,1527,15,19.0,5.79,5.0,2,125.25,39.05658586366771,18,1,95.8007129241996,251.98341141434074,4,245.46829232812638,0
26,12,60162.1,5197.508333333333,5,7,5,7,2339,18,10.0,14.79,7.0,2,1037.45,36.35924551524061,5,2,220.2137267039484,80.01264638361248,1,469.5244602457725,2
26,12,60162.1,5197.508333333333,5,7,5,7,2339,18,10.0,14.79,7.0,2,1037.45,33.183942270673484,5,2,220.2137267039484,153.44754019420438,1,396.0895664351806,2
26,12,60162.1,5197.508333333333,5,7,5,7,2339,17,10.0,14.79,9.0,3,1037.45,32.16686073322209,5,2,220.2137267039484,96.84467310163116,1,452.69243352775385,2
17,11,75273.24,6552.77,8,6,32,5,835,48,9.0,19.8,6.0,2,2497.34,24.8296719134678,29,2,222.6190561215212,482.08828418691695,3,220.5696596915619,1
17,11,75273.24,6552.77,8,6,32,5,835,50,10.0,12.8,6.0,3,2497.34,39.1509823107296,29,2,222.6190561215212,162.18886453458583,0,510.469079343893,2
18,11,75273.24,6552.77,8,6,32,5,835,50,10.0,12.8,6.0,3,2497.34,38.052134418387205,29,2,222.6190561215212,170.31515916376813,1,512.3427847147107,1
18,11,75273.24,6424.022011446845,8,6,32,5,835,50,9.0,12.8,8.0,2,2497.34,35.274640154405134,29,0,351.36704467467814,141.18791019032327,1,541.4700336881556,2
18,11,75273.24,6424.022011446845,8,6,32,5,835,50,10.0,17.8,8.0,2,2497.34,33.04396325805384,29,2,351.36704467467814,73.1795426964801,1,609.4784011819987,1
30,1,30390.44,2721.5366666666664,5,6,5,4,1296,19,17.0,8.36,4.0,2,580.31,34.533573446234776,17,1,64.84803820501804,60.914596654285354,1,396.3910318073632,2
30,1,30390.44,2721.5366666666664,5,6,5,4,1296,16,20.0,8.36,4.0,2,580.31,31.075040710491734,17,1,64.84803820501804,225.91978806792798,5,271.38584039372057,2
42,3,45207.54,3507.295,8,8,24,6,1076,21,20.0,9.78,9.0,0,2497.48,26.6317197420342,8,2,148.91327341500903,39.83022939385767,6,401.9859971911333,1
42,15,45207.54,3507.295,8,8,24,6,1076,21,20.0,9.78,9.0,0,2497.48,29.575344807598235,8,2,148.91327341500903,131.0961680113018,1,320.7200585736892,1
43,3,45207.54,3507.295,8,8,24,6,1076,25,20.0,9.78,9.0,0,2497.48,28.943039154220468,8,2,148.91327341500903,119.08709838739055,4,362.72912819760046,1
38,4,30346.35,2651.8625,5,4,14,7,147,27,9.0,18.8,5.0,2,523.56,28.21235655923923,32,2,96.72128021256924,145.10837488507798,5,313.35659490235275,2
39,15,30346.35,2651.8625,5,4,14,7,147,24,9.0,18.8,5.0,3,523.56,30.50811573794525,32,0,96.72128021256924,98.62135851365716,1,319.84361127377355,2
39,4,30346.35,2651.8625,5,4,14,7,147,27,6.0,18.8,5.0,3,523.56,28.78678914670392,34,2,96.72128021256924,151.60960007441082,5,306.85536971301985,2
34,1,17001.34,1214.7783333333334,6,5,5,1,805,10,21.0,5.62,2.0,2,1093.87,25.359340485549847,9,1,10.535555607461252,50.59241299418775,1,310.34986473168436,2
34,1,17001.34,1214.7783333333334,6,5,5,1,805,5,20.0,5.62,2.0,2,1093.87,35.03187221946185,9,1,10.535555607461252,99.29445779179599,5,301.6478199340761,2
21,0,44719.17,3969.5975,6,6,29,7,1584,41,19.0,23.21,11.0,0,3818.57,30.98237347875773,4,2,248.599885855438,130.25122507434963,1,268.1086390702124,1
21,15,44719.17,3969.5975,6,6,29,7,1584,46,20.0,23.21,11.0,3,3818.57,35.533272042352884,5,2,248.599885855438,116.46392699248327,1,281.89593715207883,1
38,6,31021.24,2756.103333333333,7,7,11,4,4,16,21.0,18.21,4.0,2,852.81,31.194398646221146,26,1,90.7591784649516,68.51358027398932,1,366.3375745943925,2
38,6,31021.24,2756.103333333333,7,7,11,4,4,21,20.0,11.21,7.0,2,852.81,32.866581629755615,27,1,90.7591784649516,136.9906688908975,3,317.86048597748425,2
38,6,31021.24,2756.103333333333,7,7,11,4,4,16,20.0,5.210000000000001,7.0,2,852.81,34.139449388432155,27,0,90.7591784649516,153.4035982175167,2,291.44755665086507,2
38,6,31021.24,2756.103333333333,7,7,11,4,4,20,20.0,11.21,7.0,2,852.81,37.1715264449191,27,1,90.7591784649516,56.97757258677189,0,367.8735822816098,2
38,6,31021.24,2756.103333333333,7,7,11,4,4,16,20.0,11.21,7.0,2,852.81,38.08024160471312,27,1,90.7591784649516,81.08806112719697,3,373.76309374118483,2
28,14,39800.12,3047.6766666666667,7,5,12,3,2028,17,20.0,18.53,4.0,2,660.69,32.66871614979328,10,2,58.48765733950958,42.10063082782701,0,444.17937849933014,2
28,14,39800.12,3047.6766666666667,7,5,12,3,2028,17,18.0,18.53,4.0,2,660.69,26.02052332447661,10,2,58.48765733950958,121.04412241217136,1,375.23588691498566,2
28,14,39800.12,3047.6766666666667,7,5,12,3,2028,17,18.0,16.53,4.0,3,660.69,38.14533078091723,10,2,58.48765733950958,42.294237864931496,1,453.98577146222567,2
28,14,39800.12,3047.6766666666667,7,5,12,3,2028,17,20.0,11.53,4.0,2,660.69,28.62288043181345,10,2,58.48765733950958,274.45624868905134,4,251.82376063810585,2
21,1,66105.4,5653.783333333333,6,8,31,5,1068,26,22.0,5.52,9.0,3,1549.56,30.111040314509125,3,2,214.07212305606225,180.14684869734245,2,431.15936157992866,2
21,1,66105.4,5653.783333333333,6,8,31,5,1068,26,22.0,5.52,9.0,3,1549.56,29.327799148935995,3,2,214.07212305606225,449.1873822219152,5,192.11882805535592,1
22,15,66105.4,5653.783333333333,6,8,31,5,1068,26,22.0,10.52,12.0,0,1549.56,38.6482220212851,3,0,214.07212305606225,274.572674146153,5,366.7335361311181,1
28,12,62320.56,5068.38,9,9,18,5,626,26,15.0,21.24,10.0,0,3589.56,32.02053669516868,1,2,171.34555972446432,179.65030626450252,1,405.8421340110332,2
25,15,43758.34,3454.528333333333,5,6,12,2,2092,13,5.0,4.18,2.0,1,1194.28,27.26513494800327,27,1,56.31142051341512,147.57321762080718,2,401.568195199111,0
38,10,108147.3,8926.275,3,6,6,4,1900,14,20.0,7.57,2.0,3,1113.06,38.51521526953557,34,2,211.1795815692456,122.70358184607035,1,808.7443365846841,2
38,10,108147.3,8926.275,3,6,6,4,1900,13,20.0,3.5700000000000003,2.0,2,1113.06,28.12417325696247,22,2,211.1795815692456,366.43288836662657,1,565.0150300641279,0
27,7,17759.1,1533.925,6,8,19,5,2302,20,20.0,5.2,10.0,0,3598.39,27.228568017436587,28,2,64.55062048800421,190.0547611675572,5,188.78711834443854,2
27,7,17759.1,1533.925,6,8,19,5,2302,24,21.0,10.2,10.0,0,3598.39,39.37829032617325,28,2,64.55062048800421,130.31795049682506,3,228.5239290151707,1
27,7,17759.1,1533.925,6,8,19,5,2302,24,20.0,5.2,10.0,0,3598.39,29.447968449801103,29,2,64.55062048800421,195.10924623136205,5,183.73263328063373,1
28,7,17759.1,1533.925,6,8,19,5,2302,24,23.0,10.2,10.0,0,3598.39,26.49577648557497,29,2,64.55062048800421,170.52382032259527,5,208.3180591894005,1
28,7,17759.1,1533.925,6,8,19,5,2302,26,20.0,5.2,10.0,0,3598.39,28.18214114257893,29,2,64.55062048800421,123.08003660070645,4,245.76184291128934,1
37,13,85328.73,6858.7275,3,4,11,1,2095,11,17.0,1.83,1.0,1,585.05,28.02456084846908,25,1,68.4589661120162,145.09078436691792,6,712.3229995210659,0
37,13,85328.73,6858.7275,3,4,11,1,2095,12,18.0,6.83,2.0,1,585.05,28.27046487621821,34,1,68.4589661120162,106.58773865318442,0,750.8260452347992,0
37,15,85328.73,6858.7275,3,4,11,1,2095,12,14.0,1.83,2.0,1,585.05,38.05151985157541,25,1,68.4589661120162,95.81963873724104,1,771.5941451507427,0
37,13,85328.73,6858.7275,3,4,11,1,2095,12,14.0,1.83,2.0,1,585.05,37.64923015901481,26,1,68.4589661120162,137.170284402368,0,720.2434994856156,0
18,7,56803.71,4620.6425,7,5,25,6,1305,46,23.0,16.23,11.0,0,2593.44,36.34480529598403,29,0,187.190218862138,272.42203047343156,2,262.4520006644304,2
19,7,56803.71,4620.6425,7,5,25,6,1305,46,23.0,16.23,11.0,3,2593.44,38.78579180830256,30,0,187.190218862138,94.38794944530977,0,420.4860816925522,2
19,7,56803.71,4620.6425,7,5,25,6,1305,44,23.0,16.23,11.0,0,2593.44,34.317336502427246,30,2,187.190218862138,199.85100812368626,4,355.0230230141757,1
19,7,56803.71,4620.6425,7,5,25,6,1305,44,23.0,16.23,11.0,0,2593.44,27.151242983425213,34,2,187.190218862138,359.73869396507706,5,205.13533717278492,1
31,1,38364.82,2904.068333333333,9,6,32,4,1387,34,22.0,3.44,11.0,0,1973.63,37.66455307223288,34,0,74.85037187731447,74.79251895261616,1,390.7639425034027,1
32,1,38364.82,2904.068333333333,9,6,32,4,1387,34,22.0,3.44,11.0,0,1973.63,26.267350999195124,11,2,74.85037187731447,111.03943208652024,3,374.5170293694986,1
19,15,15015.4,1213.2833333333333,5,5,9,1,543,23,9.0,5.04,1.0,1,330.17,33.27002451431646,14,1,11.685734566072789,92.11412377952726,5,307.52847498773326,1
19,1,15015.4,1213.2833333333333,5,5,9,1,543,25,11.0,5.04,1.0,1,330.17,24.2490097422056,14,1,11.685734566072789,48.258652757399,5,351.3839460098615,1
19,1,15015.4,1213.2833333333333,5,5,9,1,543,21,14.0,5.04,1.0,3,330.17,30.234885538972925,14,1,11.685734566072789,136.4954553466842,5,263.1471434205764,1
20,1,15015.4,1213.2833333333333,5,5,9,1,543,23,11.0,5.04,1.0,1,330.17,29.920995634549666,15,1,11.685734566072789,50.73793309301692,6,348.90466567424363,1
20,1,15015.4,1213.2833333333333,5,5,9,1,543,25,11.0,5.04,1.0,3,330.17,27.12472606008378,34,1,11.685734566072789,143.6535739091367,5,255.98902485812386,1
39,8,30536.62,2430.718333333333,6,6,7,2,254,19,7.0,9.33,4.0,2,687.87,31.022658667241192,7,2,42.97244101951375,96.72899419598095,1,353.3703981178386,2
39,8,30536.62,2430.718333333333,6,6,7,2,254,19,8.0,9.33,4.0,3,687.87,38.63550084728152,7,2,42.97244101951375,36.64142430103261,1,413.45796801278703,2
39,8,30536.62,2430.718333333333,6,6,7,2,254,19,8.0,4.33,4.0,3,687.87,35.24894992320097,7,2,42.97244101951375,115.58449752925807,3,354.51489478456153,1
39,8,30536.62,2430.718333333333,6,6,7,2,254,19,8.0,9.33,4.0,3,687.87,28.52498558178205,7,2,42.97244101951375,97.51183620038783,1,352.5875561134318,1
39,8,30536.62,2430.718333333333,6,6,7,2,254,19,8.0,9.33,4.0,2,687.87,40.20422820455028,7,2,42.97244101951375,227.98843306358486,5,262.11095925023466,2
36,15,18717.02,1294.7516666666668,8,5,15,5,577,14,20.0,10.3,7.0,2,2103.99,32.72190460900136,7,2,60.64699329311761,172.28316529161307,5,186.545008081936,1
36,6,18717.02,1294.7516666666668,8,5,15,5,577,9,19.0,10.3,10.0,2,2103.99,28.88914590514731,7,0,60.64699329311761,51.66822153654412,6,307.159951837005,1
36,6,18717.02,1294.7516666666668,8,5,15,5,577,11,18.0,10.3,10.0,2,2103.99,25.27099615919255,7,2,60.64699329311761,71.00854510484608,6,257.819628268703,2
37,6,18717.02,1294.7516666666668,8,5,15,5,577,7,18.0,10.3,10.0,2,2103.99,33.81312964896544,7,2,60.64699329311761,82.39371115980401,5,276.43446221374506,1
17,6,19163.22,1346.9350000000004,3,7,7,2,2092,23,19.0,8.76,5.0,2,2226.37,35.6805737407476,8,2,24.17564764974174,165.73487170262868,5,234.78298064762959,2
17,6,19163.22,1346.9350000000004,3,7,7,2,2092,21,18.0,5.76,5.0,2,2226.37,31.191257713153945,8,2,24.17564764974174,167.87811909274245,6,232.63973325751584,2
17,6,19163.22,1346.9350000000004,3,7,7,2,2092,18,19.0,8.76,5.0,3,2226.37,26.14779837952584,8,2,24.17564764974174,35.39321437337522,1,325.12463797688315,0
17,6,19163.22,1346.9350000000004,3,7,7,2,2092,18,18.0,8.76,5.0,2,2226.37,36.349179393688,8,2,24.17564764974174,81.72630032547832,2,288.79155202477995,0
40,12,19065.32,1497.7766666666666,3,6,5,5,1547,23,14.0,7.81,4.0,2,2008.06,29.44953193902064,8,2,76.21247400832009,63.521479769884756,4,290.0437128884618,2
40,12,19065.32,1497.7766666666666,3,6,5,5,1547,23,14.0,7.81,4.0,3,2008.06,35.93733554823201,34,2,76.21247400832009,32.88341822356684,1,290.68177443477975,2
40,12,19065.32,1497.7766666666666,3,6,5,5,1547,23,14.0,7.81,5.0,2,2008.06,39.0721852028476,34,2,76.21247400832009,107.42327113341808,5,256.14192152492853,2
40,12,19065.32,1497.7766666666666,3,6,5,5,1547,23,14.0,7.81,5.0,2,2008.06,29.54374904660727,9,2,76.21247400832009,54.20504867624296,1,269.36014398210364,2
40,12,19065.32,1497.7766666666666,3,6,5,5,1547,27,14.0,13.81,5.0,2,2008.06,39.48925223328133,34,2,76.21247400832009,75.5324827796737,5,288.03270987867285,2
26,15,15013.73,1127.1441666666667,7,4,14,6,347,23,12.0,8.22,5.0,2,1403.17,31.796689606260543,3,2,51.547924156742056,75.20945228513598,6,265.9570402247887,2
49,2,102885.32,8643.776666666667,3,5,16,1,1847,13,13.0,10.31,4.0,2,605.34,28.406960520022945,22,2,74.1586635323227,298.14396084590567,1,742.0750422884382,2
49,2,102885.32,8643.776666666667,3,5,16,1,1847,14,13.0,10.31,4.0,3,605.34,35.61185296765034,22,2,74.1586635323227,547.8315331679927,5,532.3874699663513,2
38,13,34212.01,2847.000833333333,6,5,10,3,1436,21,9.0,8.12,1.0,2,512.38,29.746346625274604,20,1,66.6764133130149,270.2397718355112,5,237.78389818480733,2
38,13,34212.01,2847.000833333333,6,5,10,3,1436,18,9.0,8.12,1.0,2,512.38,28.431674292587594,34,1,66.6764133130149,236.87551335103333,6,261.1481566692852,2
38,13,34212.01,2847.000833333333,6,5,10,3,1436,18,9.0,8.12,1.0,2,512.38,32.200802985865536,34,1,66.6764133130149,147.24512390524674,3,340.77854611507166,1
26,5,118487.16,9810.93,8,4,20,4,2197,17,20.0,12.76,1.0,2,140.26,33.66718197569836,25,1,301.5608682455748,354.2155580510482,6,595.3165737033771,2
26,5,118487.16,9810.93,8,4,20,4,2197,15,20.0,9.76,1.0,2,140.26,36.90906559020144,25,1,301.5608682455748,361.42718879840623,4,598.1049429560193,2
26,5,118487.16,9810.93,8,4,20,4,2197,15,20.0,9.76,1.0,2,140.26,36.72347393051628,25,1,301.5608682455748,359.2148111532985,2,580.3173206011268,2
26,5,118487.16,9810.93,8,4,20,4,2197,15,21.0,9.76,1.0,2,140.26,35.46944850379572,25,1,301.5608682455748,170.98420089604724,1,758.5479308583781,2
26,5,118487.16,9810.93,8,4,20,4,2197,11,17.0,9.76,1.0,3,140.26,31.473025171207237,25,1,301.5608682455748,386.4132287027871,1,543.1189030516382,2
26,9,77418.52,6450.543333333334,7,9,20,7,287,38,18.0,20.05,9.0,0,3962.08,28.246876550447286,3,2,339.0310322831334,141.0930373149117,0,404.9302637352884,1
31,8,16578.115,1426.5095833333337,3,5,15,2,2351,10,13.0,13.29,2.0,2,1054.86,35.677357846737266,15,2,21.42597208431386,58.176799318603706,5,353.0481869304158,2
32,8,16578.115,1426.5095833333337,3,5,15,2,2351,9,13.0,8.29,2.0,2,1054.86,38.49923982945248,16,2,21.42597208431386,54.14674132054632,2,327.0782449284732,2
32,8,16578.115,1426.5095833333337,3,5,15,2,2351,10,12.0,17.29,7.0,2,1054.86,29.04880468121182,16,2,21.42597208431386,53.91212945916464,4,347.3128567898549,2
32,8,16578.115,1426.5095833333337,3,5,15,2,2351,10,12.0,13.29,7.0,2,1054.86,37.885085985704414,16,2,21.42597208431386,160.054057289336,5,251.1709289596835,2
37,5,30502.54,2595.8783333333336,8,7,24,7,271,25,20.0,18.23,8.0,2,1672.68,37.50922876669216,6,2,154.3933582633662,106.58244538094496,1,248.61202968902225,1
