Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
20,,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,21.0,2.74,1.0,Standard,1173.7,32.833577838001574,28,No,215.83917063897167,117.31025890075192,High_spent_Large_value_payments,535.3119037936099,Standard
20,Engineer,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,19.0,2.74,1.0,Standard,1173.7,33.16506303288241,28,No,215.83917063897167,82.49686626015253,High_spent_Medium_value_payments,580.1252964342092,Standard
36,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20.0,9.24,7.0,Standard,1693.95,24.251028181031927,7 ,Yes,43.07051960231588,169.62098009559793,Low_spent_Small_value_payments,219.62533363541957,Poor
37,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",12,19.0,9.24,7.0,,1693.95,38.78765214795482,8 ,Yes,43.07051960231588,46.576672797796476,High_spent_Medium_value_payments,302.669640933221,Poor
37,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",13,23.0,9.24,9.0,Standard,1693.95,31.33422002336577,8 ,Yes,43.07051960231588,131.61252154380742,,257.6337921872101,Poor
33,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20.0,21.73,9.0,Bad,3470.08,27.68144422599345,1 ,Yes,114.533020898938,97.31358833860679,Low_spent_Small_value_payments,340.52372409578857,Standard
33,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20.0,21.73,9.0,,3470.08,33.46870758921014,1 ,NM,114.533020898938,55.92865462580193,High_spent_Large_value_payments,331.90865780859343,Standard
33,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",45,21.0,21.73,9.0,Bad,3470.08,35.457081125135346,1 ,Yes,114.533020898938,72.98412458705273,High_spent_Small_value_payments,334.85318784734267,Standard
33,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20.0,21.73,9.0,Bad,3470.08,27.159810891714944,1 ,Yes,114.533020898938,70.08822093436186,,327.7490915000335,Standard
33,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20.0,21.73,9.0,Bad,3470.08,38.25442229235325,,Yes,114.533020898938,242.53234925147845,,195.30496318291688,Standard
38,Doctor,95956.5,8279.375,8,4,11,2,"Personal Loan, and Student Loan",23,10.0,11.94,2.0,Standard,1079.73,35.74006714971697,31,NM,95.5216287821567,265.3115233534598,High_spent_Medium_value_payments,717.1043478643835,Standard
38,Doctor,95956.5,8279.375,8,4,11,2,"Personal Loan, and Student Loan",22,13.0,11.94,2.0,Standard,1079.73,37.20726208094325,31,No,95.5216287821567,517.8021721033211,High_spent_Small_value_payments,474.61369911452215,Standard
38,Doctor,95956.5,8279.375,8,4,11,2,"Personal Loan, and Student Loan",23,10.0,11.94,2.0,Standard,1079.73,28.321914174502894,32,NM,95.5216287821567,777.6020727296635,Low_spent_Medium_value_payments,234.81379848817986,Good
25,Manager,49967.01,4091.9175,7,6,31,6,"Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan",27,11.0,19.87,11.0,Standard,2253.95,28.875737694025297,16,Yes,156.00331166279182,66.93199534699997,High_spent_Large_value_payments,426.2564429902082,Poor
26,Manager,49967.01,4091.9175,7,6,31,6,"Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan",27,11.0,19.87,11.0,Standard,2253.95,38.57921380799338,17,Yes,156.00331166279182,80.27846002596156,High_spent_Medium_value_payments,422.90997831124656,Poor
26,,49967.01,4091.9175,7,6,31,6,"Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan",27,11.0,19.87,11.0,,2253.95,33.912703074966714,17,NM,156.00331166279182,192.92077129685867,,350.2676670403495,Poor
26,Manager,49967.01,4091.9175,6,5,31,6,"Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan",27,10.0,16.87,12.0,,2253.95,33.17055464565221,17,Yes,156.00331166279182,59.495416124857464,High_spent_Medium_value_payments,443.6930222123507,Poor
23,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",14,17.0,5.79,5.0,,125.25,29.24844181480196,24,No,95.8007129241996,132.9440996466662,Low_spent_Large_value_payments,354.50760409580084,Standard
23,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",14,19.0,5.79,5.0,Standard,125.25,35.08033049259638,24,No,95.8007129241996,73.93253933987151,High_spent_Large_value_payments,383.5191644025956,Good
23,,36822.29,3132.524166666666,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",16,18.0,5.79,5.0,Standard,125.25,39.649801731477616,25,No,95.8007129241996,38.11405465744953,High_spent_Medium_value_payments,429.33764908501763,Good
23,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",14,20.0,5.79,5.0,,125.25,34.63833718566934,25,No,95.8007129241996,41.5298132410376,High_spent_Medium_value_payments,425.9218905014295,Good
23,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",15,19.0,5.79,5.0,Standard,125.25,39.05658586366771,25,No,95.8007129241996,251.98341141434074,Low_spent_Medium_value_payments,245.46829232812638,Good
26,Scientist,60162.1,5197.508333333333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10.0,14.79,7.0,Standard,1037.45,36.35924551524061,13,Yes,220.2137267039484,80.01264638361248,High_spent_Medium_value_payments,469.5244602457725,Standard
26,Scientist,60162.1,5197.508333333333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",18,10.0,14.79,7.0,Standard,1037.45,33.183942270673484,13,Yes,220.2137267039484,153.44754019420438,High_spent_Medium_value_payments,396.0895664351806,Standard
26,Scientist,60162.1,5197.508333333333,5,7,5,7,"Student Loan, Student Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",17,10.0,14.79,9.0,,1037.45,32.16686073322209,13,Yes,220.2137267039484,96.84467310163116,High_spent_Medium_value_payments,452.69243352775385,Standard
17,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",48,9.0,19.8,6.0,Standard,2497.34,24.8296719134678,5 ,Yes,222.6190561215212,482.08828418691695,Low_spent_Large_value_payments,220.5696596915619,Poor
17,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10.0,12.8,6.0,,2497.34,39.1509823107296,5 ,Yes,222.6190561215212,162.18886453458583,High_spent_Large_value_payments,510.469079343893,Standard
18,Musician,75273.24,6552.77,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10.0,12.8,6.0,,2497.34,38.052134418387205,5 ,Yes,222.6190561215212,170.31515916376813,High_spent_Medium_value_payments,512.3427847147107,Poor
18,Musician,75273.24,6424.022011446845,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,9.0,12.8,8.0,Standard,2497.34,35.274640154405134,5 ,NM,351.36704467467814,141.18791019032327,High_spent_Medium_value_payments,541.4700336881556,Standard
18,Musician,75273.24,6424.022011446845,8,6,32,5,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Home Equity Loan",50,10.0,17.8,8.0,Standard,2497.34,33.04396325805384,5 ,Yes,351.36704467467814,73.1795426964801,High_spent_Medium_value_payments,609.4784011819987,Poor
30,Architect,30390.44,2721.5366666666664,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",19,17.0,8.36,4.0,Standard,580.31,34.533573446234776,24,No,64.84803820501804,60.914596654285354,High_spent_Medium_value_payments,396.3910318073632,Standard
30,Architect,30390.44,2721.5366666666664,5,6,5,4,"Mortgage Loan, Student Loan, Not Specified, and Mortgage Loan",16,20.0,8.36,4.0,Standard,580.31,31.075040710491734,24,No,64.84803820501804,225.91978806792798,Low_spent_Small_value_payments,271.38584039372057,Standard
42,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",21,20.0,9.78,9.0,Bad,2497.48,26.6317197420342,16,Yes,148.91327341500903,39.83022939385767,,401.9859971911333,Poor
42,,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",21,20.0,9.78,9.0,Bad,2497.48,29.575344807598235,16,Yes,148.91327341500903,131.0961680113018,High_spent_Medium_value_payments,320.7200585736892,Poor
43,Doctor,45207.54,3507.295,8,8,24,6,"Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Student Loan",25,20.0,9.78,9.0,Bad,2497.48,28.943039154220468,16,Yes,148.91327341500903,119.08709838739055,Low_spent_Medium_value_payments,362.72912819760046,Poor
38,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",27,9.0,18.8,5.0,Standard,523.56,28.21235655923923,8 ,Yes,96.72128021256924,145.10837488507798,Low_spent_Small_value_payments,313.35659490235275,Standard
39,,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",24,9.0,18.8,5.0,,523.56,30.50811573794525,8 ,NM,96.72128021256924,98.62135851365716,High_spent_Medium_value_payments,319.84361127377355,Standard
39,Engineer,30346.35,2651.8625,5,4,14,7,"Auto Loan, Not Specified, Payday Loan, Mortgage Loan, Personal Loan, Payday Loan, and Personal Loan",27,6.0,18.8,5.0,,523.56,28.78678914670392,,Yes,96.72128021256924,151.60960007441082,Low_spent_Small_value_payments,306.85536971301985,Standard
34,Architect,17001.34,1214.7783333333334,6,5,5,1,Home Equity Loan,10,21.0,5.62,2.0,Standard,1093.87,25.359340485549847,17,No,10.535555607461252,50.59241299418775,High_spent_Medium_value_payments,310.34986473168436,Standard
34,Architect,17001.34,1214.7783333333334,6,5,5,1,Home Equity Loan,5,20.0,5.62,2.0,Standard,1093.87,35.03187221946185,17,No,10.535555607461252,99.29445779179599,Low_spent_Small_value_payments,301.6478199340761,Standard
21,Accountant,44719.17,3969.5975,6,6,29,7,"Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",41,19.0,23.21,11.0,Bad,3818.57,30.98237347875773,12,Yes,248.599885855438,130.25122507434963,High_spent_Medium_value_payments,268.1086390702124,Poor
21,,44719.17,3969.5975,6,6,29,7,"Payday Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",46,20.0,23.21,11.0,,3818.57,35.533272042352884,13,Yes,248.599885855438,116.46392699248327,High_spent_Medium_value_payments,281.89593715207883,Poor
38,Journalist,31021.24,2756.103333333333,7,7,11,4,"Auto Loan, Auto Loan, Auto Loan, and Personal Loan",16,21.0,18.21,4.0,Standard,852.81,31.194398646221146,32,No,90.7591784649516,68.51358027398932,High_spent_Medium_value_payments,366.3375745943925,Standard
38,Journalist,31021.24,2756.103333333333,7,7,11,4,"Auto Loan, Auto Loan, Auto Loan, and Personal Loan",21,20.0,11.21,7.0,Standard,852.81,32.866581629755615,33,No,90.7591784649516,136.9906688908975,Low_spent_Large_value_payments,317.86048597748425,Standard
38,Journalist,31021.24,2756.103333333333,7,7,11,4,"Auto Loan, Auto Loan, Auto Loan, and Personal Loan",16,20.0,5.210000000000001,7.0,Standard,852.81,34.139449388432155,33,NM,90.7591784649516,153.4035982175167,High_spent_Small_value_payments,291.44755665086507,Standard
38,Journalist,31021.24,2756.103333333333,7,7,11,4,"Auto Loan, Auto Loan, Auto Loan, and Personal Loan",20,20.0,11.21,7.0,Standard,852.81,37.1715264449191,33,No,90.7591784649516,56.97757258677189,High_spent_Large_value_payments,367.8735822816098,Standard
38,Journalist,31021.24,2756.103333333333,7,7,11,4,"Auto Loan, Auto Loan, Auto Loan, and Personal Loan",16,20.0,11.21,7.0,Standard,852.81,38.08024160471312,33,No,90.7591784649516,81.08806112719697,Low_spent_Large_value_payments,373.76309374118483,Standard
28,Writer,39800.12,3047.6766666666667,7,5,12,3,"Personal Loan, Payday Loan, and Auto Loan",17,20.0,18.53,4.0,Standard,660.69,32.66871614979328,18,Yes,58.48765733950958,42.10063082782701,High_spent_Large_value_payments,444.17937849933014,Standard
28,Writer,39800.12,3047.6766666666667,7,5,12,3,"Personal Loan, Payday Loan, and Auto Loan",17,18.0,18.53,4.0,Standard,660.69,26.02052332447661,18,Yes,58.48765733950958,121.04412241217136,High_spent_Medium_value_payments,375.23588691498566,Standard
28,Writer,39800.12,3047.6766666666667,7,5,12,3,"Personal Loan, Payday Loan, and Auto Loan",17,18.0,16.53,4.0,,660.69,38.14533078091723,18,Yes,58.48765733950958,42.294237864931496,High_spent_Medium_value_payments,453.98577146222567,Standard
28,Writer,39800.12,3047.6766666666667,7,5,12,3,"Personal Loan, Payday Loan, and Auto Loan",17,20.0,11.53,4.0,Standard,660.69,28.62288043181345,18,Yes,58.48765733950958,274.45624868905134,Low_spent_Medium_value_payments,251.82376063810585,Standard
21,Architect,66105.4,5653.783333333333,6,8,31,5,"Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan",26,22.0,5.52,9.0,,1549.56,30.111040314509125,11,Yes,214.07212305606225,180.14684869734245,High_spent_Small_value_payments,431.15936157992866,Standard
21,Architect,66105.4,5653.783333333333,6,8,31,5,"Mortgage Loan, Auto Loan, Not Specified, Student Loan, and Payday Loan",26,22.0,5.52,9.0,,1549.56,29.327799148935995,11,Yes,214.07212305606225,449.1873822219152,Low_spent_Small_value_payments,192.11882805535592,Poor
